CFT3	61.691389	-130.773889	CFT3
CFT5	61.523889	-128.269722	CFT5
CFT8	56.160808	-113.473617	CFT8
CFU3	53.716667	-112.633333	CFU3
CFU4	58.713889	-113.876111	CFU4
CFU8	52.912222	-111.173889	CFU8
CFV2	51.393333	-113.471944	CFV2
CFV3	59.483333	-119.016667	CFV3
CFV6	58.950000	-115.250000	CFV6
CFW2	56.616667	-110.500000	CFW2
CFW4	57.137500	-110.892500	CFW4
CFW5	60.394167	-111.347222	CFW5
CFX2	50.733861	-113.934333	CFX2
CFX4	56.950881	-117.644033	CFX4
CFX5	52.730628	-72.220967	CFX5
CFX6	50.404722	-113.283333	CFX6
CFX8	51.041667	-113.751667	CFX8
CFY2	55.400000	-110.483333	CFY2
CFY4	50.900000	-113.783333	CFY4
CFY5	60.103056	-130.933611	CFY5
CFZ3	49.972222	-110.723611	CFZ3
CFZ5	51.733333	-114.666667	CFZ5
CGB2	51.582778	-114.051944	CGB2
CGB3	44.001125	-77.073458	CGB3
CGF5	53.345358	-114.155714	CGF5
CGF6	44.219578	-79.541769	CGF6
CGF7	44.353333	-79.790833	CGF7
CGK2	63.435294	-109.144683	CGK2
CGL2	42.059444	-82.840833	CGL2
CGL4	55.671111	-117.935556	CGL4
CGN2	48.428611	-74.518333	CGN2
CGR3	65.928611	-107.462500	CGR3
CGS2	65.551375	-106.438136	CGS2
CGV7	42.970139	-80.159556	CGV7
CGW2	49.354517	-113.495656	CGW2
CHB3	68.161186	-106.615547	CHB3
CHC5	66.651667	-91.544167	CHC5
CHF3	54.206725	-114.120592	CHF3
CHF4	43.998453	-78.648314	CHF4
CHF5	43.857500	-81.143056	CHF5
CHG2	47.685556	-53.253889	CHG2
CHL2	45.142681	-64.422750	CHL2
CHS3	49.336667	-113.573333	CHS3
CJA2	42.806808	-79.976883	CJA2
CJA3	49.210542	-98.060447	CJA3
CJA4	49.250000	-100.066667	CJA4
CJA5	49.140278	-93.916944	CJA5
CJA6	49.971389	-94.700972	CJA6
CJA7	49.633333	-102.483333	CJA7
CJB2	49.491389	-98.018611	CJB2
CJB3	49.550839	-96.680550	CJB3
CJB5	50.168611	-101.644167	CJB5
CJB6	54.779167	-93.716944	CJB6
CJB8	50.833333	-108.070000	CJB8
CJC2	51.056111	-105.838333	CJC2
CJC3	51.247778	-105.976389	CJC3
CJC4	50.801389	-106.488333	CJC4
CJC5	49.658822	-108.406331	CJC5
CJC6	52.732539	-107.374539	CJC6
CJC8	56.248611	-101.304167	CJC8
CJD2	52.483333	-105.717222	CJD2
CJD3	52.990833	-105.444722	CJD3
CJD5	50.877222	-109.500556	CJD5
CJE3	49.697494	-103.800722	CJE3
CJE4	54.897222	-99.818889	CJE4
CJE5	53.377308	-108.342347	CJE5
CJE7	51.159172	-98.333169	CJE7
CJF3	55.489667	-107.930833	CJF3
CJF4	50.860694	-110.654861	CJF4
CJF8	52.051111	-107.988333	CJF8
CJG2	51.219306	-109.392353	CJG2
CJH2	51.133333	-100.500000	CJH2
CJH3	53.097906	-109.328803	CJH3
CJH7	50.833333	-107.372222	CJH7
CJH8	53.016667	-106.750000	CJH8
CJJ2	49.550000	-99.333333	CJJ2
CJJ3	53.546500	-115.260667	CJJ3
CJJ4	49.150422	-100.500544	CJJ4
CJJ5	50.619444	-108.466111	CJJ5
CJJ8	52.342778	-109.918889	CJJ8
CJK2	53.520000	-96.371111	CJK2
CJK3	55.110378	-107.716306	CJK3
CJK4	50.642778	-102.100278	CJK4
CJK5	50.057778	-108.490000	CJK5
CJK9	51.950000	-102.650000	CJK9
CJL2	58.662517	-103.538336	CJL2
CJL4	56.473167	-109.403667	CJL4
CJL5	49.852500	-96.973611	CJL5
CJL6	49.094444	-97.533889	CJL6
CJL8	60.291839	-102.501978	CJL8
CJM2	51.146111	-103.426111	CJM2
CJM4	49.866667	-106.566667	CJM4
CJM5	49.172639	-108.574719	CJM5
CJM6	53.107778	-103.650556	CJM6
CJN2	51.559722	-101.878889	CJN2
CJN4	49.734722	-105.946944	CJN4
CJN5	52.000556	-106.462500	CJN5
CJN7	56.580000	-96.247500	CJN7
CJO2	46.007083	-73.382667	CJO2
CJP2	51.926944	-109.129444	CJP2
CJP6	59.610000	-109.266944	CJP6
CJP7	50.396667	-95.735000	CJP7
CJP9	59.601417	-109.138225	CJP9
CJQ2	49.371867	-102.763281	CJQ2
CJQ3	49.644264	-102.286794	CJQ3
CJQ4	49.896511	-109.475958	CJQ4
CJQ6	81.409444	-76.881667	CJQ6
CJQ8	49.846325	-101.514108	CJQ8
CJQ9	57.620000	-99.875278	CJQ9
CJR2	52.069536	-109.375036	CJR2
CJR3	53.826472	-101.205333	CJR3
CJR4	51.144217	-108.762658	CJR4
CJR5	50.163611	-98.942500	CJR5
CJR8	50.764386	-99.497006	CJR8
CJS2	56.949444	-102.239167	CJS2
CJS4	50.433683	-105.386089	CJS4
CJS5	49.151667	-99.690278	CJS5
CJS7	49.480342	-98.015897	CJS7
CJT3	54.915278	-94.798056	CJT3
CJT4	53.956167	-102.298333	CJT4
CJT5	49.261667	-101.013889	CJT5
